HIP,Hpmag,x,y,z
142,7.4726,0.36118848999523595,0.17614705317125778,0.9157046960423668
145,5.0831,0.8965728429494303,0.43973597100647105,-0.05281489457124973
150,7.211,0.706104217080734,0.3679333987547216,-0.6050139243865407
151,7.8718,0.6615628420404854,0.34827936882399196,-0.6641054790339239
154,4.412,0.877493244461683,0.4680049671974301,-0.10477097213752182
158,7.2519,0.6922911472318948,0.37862431041033323,-0.614309855879463
159,7.009,0.871331756530268,0.48831542219969665,-0.04825990575840302
171,5.8735,0.7635626794074117,0.4578978012770895,0.4553038965370066
175,7.9969,0.549772484693937,0.3389137791488653,0.7634708019148401
179,7.0259,0.8195521102264974,0.5239924514083689,-0.2318755042912967
181,6.796,0.4109598072114115,0.2656306333436262,0.8720965562861853
183,4.9895,0.7250105907826194,0.47809318626613445,-0.4957686441264034
186,6.3912,0.8148820866057427,0.5583258147646919,0.15569029994323283
194,5.7806,0.8026700506057286,0.5778812148683568,0.14756046680215254
195,7.7337,0.5483902207881306,0.396270036031472,0.7363682667575792
199,7.2682,0.7728647911464183,0.569485991286092,0.27993877961993835
207,6.0384,0.32245551488268825,0.2453070792754881,0.9142466175923594
209,7.3013,0.3200152247306666,0.24844523134723867,0.9142566504879239
213,7.8636,0.48944667124839275,0.38527344428079985,0.7823083338018822
216,7.954,0.5708286059393561,0.45870864933820854,0.680985372576862
217,7.3384,0.09555119799345503,0.07639002369952465,0.992489059305543
220,7.573,0.6245091081533098,0.5172587593219193,0.5851766824970953
221,7.788,0.1298364302974951,0.10786201873262395,0.9856511990975949
223,7.2894,0.7666189789762531,0.6410253277723102,0.03717351513926854
228,7.7548,0.6679347622437288,0.5742857463728297,0.47334874553484907
238,6.3687,0.694189782046221,0.6329339446638425,-0.34277568203547976
242,7.92,0.6000183920444827,0.5614079442585778,-0.5699114399024738
243,7.9821,0.3570370952099366,0.33487379039769233,-0.8720000327687684
253,6.6213,0.6470640026710679,0.643417989812117,-0.40904946746503784
254,6.75,0.5196400892685682,0.518883386246361,0.6787740486365579
258,6.7616,0.6606155407241895,0.6874866630622954,0.3015778431270384
270,7.4145,0.1910251167902037,0.21747489755214738,0.957190719600839
274,6.3325,0.2906393124686211,0.3356577934568129,0.896026024030257
276,7.6193,0.6119350980225517,0.7078022905439527,0.3529183380172584
277,7.0474,0.5265871976821942,0.6107689946790696,-0.5913266088854215
278,7.943,0.367728044260884,0.42984065753556006,0.8246290648488341
283,7.533,0.6245297325786852,0.7511104347472242,0.21399936434258832
290,7.8974,0.529533571698887,0.6729633286140844,-0.5164441448835213
294,7.9774,0.6066669912520528,0.7920306028507346,0.06813725759878844
297,6.825,0.3995778349160887,0.5296184078909847,0.748225832130106
300,7.5245,0.441184643477814,0.5976725330655813,0.6694353244177705
301,4.5366,0.5669317136931318,0.7679842466616815,-0.297974208428277
302,6.3544,0.22508161018671582,0.3250227662634864,0.9185306038266696
305,7.8093,0.49579662008183434,0.7266762051128249,-0.47552855270556854
308,7.1696,0.5367224848349446,0.8063866730404958,0.24833346092559333
316,7.2951,0.5273872978818716,0.8231610992714121,0.2104006717649409
317,7.9968,0.08979542230204252,0.14063037427219902,-0.9859816833824344
322,7.816,0.2785605274459421,0.46935702103032095,0.8379188620377163
323,7.5413,0.3247521207596565,0.5567259180104418,0.7645863667876482
328,7.0614,0.43067445056886644,0.7499849787262997,-0.5020378962908247
330,5.9712,0.228584984119859,0.40497441086480496,0.8852935284862461
336,7.661,0.20301098584313548,0.36790247718543884,0.9074328112360803
343,5.9562,0.449871987305578,0.8465669773057556,-0.28449876620668535
345,6.3909,0.4076329263341178,0.7712356331882111,-0.4889079621657464
347,7.7637,0.27071872354724374,0.5173508587607817,0.8118247727560627
349,7.7553,0.398823425575784,0.7747440417493103,-0.4906236286461753
355,5.0996,0.42349113811583455,0.8873477667236679,-0.1823984562102279
357,7.4271,0.1262209108047565,0.2656224032453779,-0.9557787508465375
365,6.1627,0.3014404344298561,0.6780788806525562,0.6703302888156824
370,7.2944,0.24847982325462764,0.5695305391180518,-0.7835130773938941
372,7.6262,0.1322087469966134,0.3082240959747904,-0.9420821375432763
374,7.1831,0.3246841894789846,0.7599894547671217,0.5630241608893422
377,5.5635,0.12365111383884912,0.29335445347546657,-0.9479733997705433
378,7.4635,0.3752109992569892,0.8902424344130722,0.25823461039693846
379,5.8511,0.14985489069273533,0.35795421926904586,0.9216356593811658
394,6.2283,0.2813286553027648,0.7729396152272373,0.5686989879698297
396,7.9866,0.2877671998688035,0.7977649436138251,-0.529868977597763
398,6.621,0.1749574077731838,0.49182767115187226,0.8529334366494338
399,6.3941,0.29617898300668843,0.8432718312251181,0.44852048859261695
400,7.9628,0.3038781423151799,0.86694090870588,0.3950589012227141
404,7.5396,0.22720108632609462,0.660770812609115,0.715375146043062
410,6.631,0.27527367476193837,0.8417292945782954,0.4644525795296908
413,7.8562,0.24710016713849364,0.7701924831484146,-0.5880008897117484
417,6.4798,0.3002601056762379,0.9538169787377495,-0.008777243923120261
418,5.7814,0.139669986955479,0.45924024881205333,0.8772631809297023
420,7.6563,0.17494120424308157,0.5881088302786125,-0.7896350921826503
422,7.5643,0.105702630246803,0.36208044487781516,0.9261342804345335
423,7.8705,0.2403643190455154,0.8289958016127165,0.5049662909920576
424,6.7214,0.19465931388908334,0.6768379512114391,0.7099282635000054
430,7.27,0.231416550919331,0.8113282137220444,-0.5368360174012146
432,6.9403,0.21430512165133603,0.7846550307154128,0.5817128136864451
440,7.0837,0.08494204596731751,0.3500933975535952,0.9328555417728227
441,7.0931,0.18345933730270858,0.7567922771627085,-0.6273819576488737
443,4.7803,0.23348385157662283,0.9672609989683962,-0.09945577372684586
445,7.4839,0.1246716043120496,0.5308450977804884,-0.8382484555552031
446,7.8761,0.04223520794006953,0.18161051541604842,-0.9824631330999531
448,7.0756,0.22566359198263528,0.9721727848619808,0.06289689680099907
453,7.7528,0.21255029371007508,0.9748385716480528,-0.06717240408787702
454,7.5557,0.2026027689060218,0.9470583795493311,-0.24906333282321602
456,7.9465,0.16221040411713558,0.7787317109306693,-0.6060236853351096
457,7.4864,0.14844047706520133,0.7174985155956201,-0.6805595527848662
458,7.1053,0.19997268461679335,0.9706796444284403,-0.13338648094701738
461,7.9647,0.1642787764270289,0.8115446640157469,0.5607207343439395
462,7.2311,0.18734539307802647,0.9679827068463694,-0.16706640278289173
466,7.3999,0.10455277223123968,0.5902304333325635,0.8004353524094352
468,7.5228,0.08208747365036918,0.473001882120699,-0.8772290842077549
469,7.4924,0.10572640150573229,0.6167851826765961,-0.7799986964445816
472,7.1505,0.08714144642071818,0.5566031564793728,0.8261956756803464
476,5.7076,0.14158491194760786,0.9624322696317379,0.23168478387734048
482,7.8273,0.12882653734918556,0.9431563946146778,0.30636536777524503
490,7.6375,0.07609559755066911,0.7421327971055216,-0.6659191929158832
493,7.5793,0.08753161699949877,0.9457370196106043,0.3129212453054353
496,7.0181,0.07676605748642952,0.9062152335256572,0.41578951759758054
497,7.6243,0.05377646760897463,0.645586935337382,0.7617910477638785
498,7.9965,0.05533994526809048,0.7081568393900113,0.7038830735874209
502,6.7361,0.06032580832799044,0.8785993298243087,0.4737341179204324
504,7.6749,0.05205783025617327,0.9054263827057801,0.4212992378456738
505,7.412,0.025107968418987013,0.4426779681061592,0.8963290726486972
508,6.8123,0.04038077427111937,0.760256939660145,0.6483662381462004
510,7.9035,0.036824837426886185,0.9849712893939953,0.16874682343088332
512,7.9031,0.028840941942669538,0.8728593104221346,-0.4871189015807693
518,6.1061,0.0031679501301821017,0.5234308009642308,0.8520622985990617
520,7.5951,0.00024107722610075107,0.9823575641529991,-0.18701218685731974
522,5.8163,-0.004563702075060735,0.6550534162263326,-0.7555687887370555
525,7.0996,-0.009929903715247351,0.7558028727895253,0.6547239223484251
529,7.4051,-0.03157059594582717,0.9503257161197508,-0.309651950991929
531,5.5684,-0.01729046276798518,0.43494776436180266,0.900289665704288
540,6.8498,-0.06783994312170501,0.875748023574539,0.4779781808017314
544,6.2093,-0.07111322724030944,0.8715376029435555,0.485144427533564
546,7.8793,-0.07347773949659099,0.8048001641952455,-0.5889802352454426
560,6.275,-0.12619751339276736,0.9110720197827287,-0.3924563190757685
567,7.0837,-0.11731561463702189,0.7695973058870809,-0.6276599663302452
573,7.7801,-0.11733160698262302,0.709887294538931,-0.694473414217616
581,7.5062,-0.1938676540541554,0.973695973732841,0.11971417396445952
596,7.6537,-0.05334899252266875,0.22323849075374022,-0.9733028620336059
597,7.9708,-0.06762927382743075,0.2808309963655476,0.9573715228697312
602,6.2536,-0.24103523020111073,0.9233665378406036,-0.2988247891292732
603,7.7436,-0.25076341793377677,0.958722510068986,0.13404796497221827
605,7.5982,-0.14646513875131717,0.5270523267676938,-0.8371163646586522
606,7.1628,-0.24327169614116637,0.8703010353840639,-0.42824641232125493
607,7.4919,-0.2412767544828325,0.8621932373174569,0.4454305212603583
612,7.5876,-0.1631194535524065,0.5346979462551603,-0.8291502578804869
619,7.0364,-0.27238575952941857,0.8063302197627393,0.5250119757709857
620,7.3925,-0.022544314497340675,0.06529918795398737,-0.9976110313826702
621,7.5704,-0.1512666772720346,0.43929483823643345,-0.885515915975486
622,7.7158,-0.1989573488863755,0.5713231809049678,0.7962448092670587
625,7.5541,-0.2524243569715835,0.7223268636076092,0.643836816373743
626,6.8949,-0.25295970193344247,0.7213116899780108,0.6447641701419288
631,6.9943,-0.13972176886522641,0.38313428187470067,-0.9130640444993602
634,7.5464,-0.279748342592428,0.7459522819376703,0.6043972682671325
635,6.3985,-0.3546685816163806,0.9339340276581691,-0.044468294282725696
636,5.9806,-0.33788588713216267,0.8598150412078852,-0.38282009115195875
640,7.7247,-0.2978175408331014,0.7211138232039445,0.6255394203056386
641,7.9494,-0.21771551815470258,0.5216911663748586,0.8248868286504937
646,7.7416,-0.3918580351125892,0.8624480498218856,-0.3203601749221133
647,7.9259,-0.08449332179492934,0.18601844325876432,-0.9789065416778275
648,7.231,-0.08252784945855857,0.17962727231171277,-0.9802669009538164
649,7.9536,-0.4134916727991723,0.9009909591476388,-0.13130090654660384
650,7.6315,-0.36347753097892865,0.787614204489027,0.497541907140071
652,7.1844,-0.36083028081754237,0.7736192668663463,0.5208788135241348
655,5.8385,-0.3579722833810649,0.7528280249933509,-0.5523638376247645
659,7.3325,-0.38593960411125144,0.7615283678869765,0.5206968089798979
664,6.3245,-0.46099157915788874,0.8863762411886551,-0.042707411555690175
669,7.17,-0.461270864014964,0.8495678770956253,-0.25585857855096644
671,6.1569,-0.4757789302553347,0.866084745227933,-0.1534002073289203
677,2.0371,-0.43854258410220737,0.7558401503394281,0.4861955049811023
682,7.7269,-0.5075235736558225,0.8538982408580152,0.11522854005501383
688,7.7081,-0.4727356064511944,0.7809408262224573,-0.40823090565537434
689,7.5384,-0.4267361093921779,0.6999855621972977,0.5726399441675025
691,7.8687,-0.3218268115074426,0.5194016598875225,0.791611911924675
692,7.874,-0.5256110278354319,0.8424640700270137,-0.11826807739749538
695,6.5746,-0.24181235328648235,0.3804739995797427,0.8926176793240471
696,6.201,-0.5134196748465925,0.8032393770701862,-0.3020045373902823
697,7.855,-0.32601854128285235,0.5016328164669335,0.801296716693169
698,7.5298,-0.15130514432865405,0.22559311486165873,-0.9624003843654155
699,6.3175,-0.4532278039673154,0.6623006195391388,0.5966091241919098
700,7.2169,-0.5714024548597849,0.8197531529156009,-0.03878147579892743
701,7.4463,-0.15634599721980424,0.2226162045760732,0.9622878751254683
706,7.982,-0.4782412886072121,0.6675800299898759,-0.5706331338347166
709,7.9168,-0.40184381133366365,0.5500792946596852,-0.7320753519136799
710,7.5171,-0.5852171433181399,0.7987784280203557,0.1395489809919273
712,7.7448,-0.45004418557931114,0.6081060288673341,0.6539627578703971
714,6.9335,-0.4526396641648014,0.611087712494396,0.6493759635705209
716,6.4099,-0.5436351732265788,0.7208499157876593,0.42992580445913237
717,7.45,-0.6026477958675195,0.7979157744810128,0.01208515495912553
720,7.1836,-0.5624432012479941,0.735625039810982,-0.3775095312346425
724,7.3744,-0.5832720308999755,0.7272875975696316,-0.36172709103855055
726,7.8539,-0.48204103292829154,0.5991455115484183,-0.6392660624222202
728,6.5439,-0.5538141207003003,0.6850503447018806,0.4732820986861723
729,5.7323,-0.6038783528350288,0.7332484243010456,0.312534291298229
730,6.4622,-0.37366753877411685,0.45368655991963985,-0.8090371288233791
732,7.8732,-0.5210032897002458,0.6309186684970071,-0.5748888639237025
737,7.0929,-0.48393379418531784,0.5814656374486498,0.6539921982041055
740,7.2122,-0.6035938246199606,0.7207918263400486,0.3407838581300843
744,7.0135,-0.4199029212326944,0.4837273909794104,-0.7679123309053595
746,2.3579,-0.33860450948766585,0.3850967809006097,0.858514679836405
754,7.9186,-0.6125974773057276,0.6650774459645581,0.42707882371749467
755,7.1836,-0.28677451035676016,0.30890286088397584,0.9068293129069745
759,7.199,-0.6570577887045467,0.6910195615328821,0.30127566758965885
760,6.0767,-0.12324345628461233,0.12919533378587383,0.9839306968536857
761,5.51,-0.612681588959971,0.6359188018439884,-0.4692851457384852
765,4.0452,-0.49148870582864645,0.4953815940069965,-0.7162652639643846
767,7.1895,-0.491967281122543,0.4834812889663235,0.7240262685319886
769,7.4367,-0.7143606562026341,0.6994408491728432,0.02171062822936494
773,7.7573,-0.6814526457537596,0.6508025333587351,0.33478105407721875
785,7.4603,-0.3345753194153685,0.29309268845872266,-0.8956316383481226
798,6.3956,-0.3630806762648855,0.29033772613729597,-0.8853679615303786
802,7.9364,-0.7856745652508114,0.6128773159280505,0.08424294118071392
803,6.9503,-0.7877622058837411,0.6143563942138207,-0.04468699888977712
805,7.3583,-0.5639452844763705,0.43334338677638967,-0.7029788227635552
810,7.706,-0.718733115269934,0.5412700754691292,-0.4364051035632134
813,5.5212,-0.7913448864230185,0.5800050693706544,0.19330646713569147
814,5.453,-0.10915588830010173,0.07994526195241039,-0.9908045958415697
817,7.5847,-0.5580090281141509,0.40542471824572773,0.7240557453528513
818,7.183,-0.7993439483623533,0.5802728354750707,-0.15598938626138925
819,7.9853,-0.1549145894802907,0.11134414547110537,-0.9816333079289141
824,7.8382,-0.7371016875784856,0.5248061802669807,0.4257459046456349
829,7.1179,-0.16640390047057352,0.115878611957526,-0.9792251473481349
836,7.9902,-0.4171214600806878,0.27498374194043046,0.8662526359028259
838,7.1928,-0.5143640214130698,0.3318926748514485,0.7907445262888171
840,6.0071,-0.842083413857442,0.5315333423915941,-0.09147584398198404
841,5.1174,-0.5872605787143926,0.3693436249204013,0.720215453471178
848,7.8485,-0.4480829719384116,0.2690531864055717,0.852544446433058
852,7.0964,-0.7571105435452401,0.44369005719444965,0.47950261521645227
855,7.8742,-0.5350973001534699,0.30691069576737035,0.7870684240852609
857,6.7149,-0.4710785103821288,0.268479735199344,0.8402402447178097
858,6.9629,-0.7322744044485826,0.40626778641382016,0.5465534578720441
859,7.7548,-0.5367721403708053,0.29250299779736577,0.7914023411649088
860,6.7079,-0.44378990548752517,0.24083811171356173,0.8631613544023038
865,6.7436,-0.25574457647926985,0.13378432745481392,-0.9574426694736882
870,7.6161,-0.8901417444537649,0.4542699596695222,0.03586751347192674
873,6.0159,-0.8730253904451655,0.436337214409843,-0.21779922625924317
874,7.8907,-0.47610555047735226,0.23205742684338806,0.8482174576436652
878,7.8522,-0.836067359668793,0.40182795587883485,-0.3735313426885224
880,7.8642,-0.7158284366382962,0.3426948601039504,0.6083994429306346
881,7.0479,-0.7401279064513091,0.35426423313298505,-0.5715833580631091
882,7.2108,-0.763440487179234,0.36404829779427145,0.5335048822725312
886,7.9217,-0.7782252482210273,0.3659660859735616,0.5103276270676633
887,7.8757,-0.8868326840813356,0.39470920404858534,-0.24027574718316091
893,7.671,-0.873056779287718,0.3692197349152424,-0.31851004299531116
900,7.6034,-0.9305901156835418,0.35889748632032975,0.07207378791933279
902,6.8469,-0.5018909990511958,0.18816655890503495,0.8442148844821622
906,6.9117,-0.9372922559230775,0.34369553960277904,-0.05793619804390816
909,7.8542,-0.9381470704562859,0.3174264051219671,0.13827708243101366
910,5.0025,-0.9132342531954161,0.30802647588505166,-0.2666887491898494
913,7.8624,-0.7238233419670141,0.23767819072514984,-0.6477567809581943
918,7.318,-0.2555654402536755,0.07900207152490557,0.963558497675527
926,7.5854,-0.7355848245479908,0.19716332045828106,0.648106157169153
928,7.9134,-0.7967675546381018,0.21212149987472972,-0.5658320715255671
930,5.577,-0.8574783676760465,0.21729597736162068,-0.46638321924151693
931,7.6674,-0.9686771295487776,0.24244881726784617,-0.05369534146053432
932,7.0901,-0.9195732243954061,0.22944038069303269,-0.3189705263538817
937,7.9744,-0.8898797460592167,0.217761310291787,-0.40086662282308816
938,7.3685,-0.16582788321316524,0.04032594951984346,-0.9853298589530127
940,7.1427,-0.5120777659076262,0.12358706931323056,0.8500015282113446
945,7.475,-0.5450899023018233,0.12726787839226786,0.8286615023869033
950,5.3425,-0.8000644269018216,0.16946193177534763,-0.5754820296805342
951,7.1954,-0.5293210563663662,0.11013990607508725,0.841242188895068
954,7.6109,-0.9688833191588151,0.1898225142282494,0.15884749588162778
956,7.6143,-0.8648550461862414,0.15958575643281322,0.4759812343254313
957,7.3145,-0.39807625775482736,0.07303750747256563,0.914440165081405
965,7.6203,-0.24753338192717003,0.0401680853416477,-0.9680463572327949
966,6.6963,-0.7319315695844801,0.11641890585909061,-0.671358932169798
967,6.3112,-0.6600903707790591,0.09681122680564282,0.7449216661966215
969,6.7432,-0.908775403808394,0.12444677940317114,0.39829670414035445
970,7.892,-0.5718205820157372,0.07812306845439539,-0.8166504810250548
971,7.2794,-0.8698781898902843,0.11860543422144217,0.4787950351939185
973,6.7264,-0.9630113689273209,0.12491844280592358,-0.23875612235850777
975,7.7719,-0.5183753716615477,0.06249916013318968,-0.8528662433449914
980,7.5299,-0.6713866924253697,0.07626096112420357,0.7371730970691583
981,6.9379,-0.5896241519693439,0.06395791901671669,0.805141443480264
982,7.7598,-0.663077946082967,0.07000644560093897,0.745269572029287
983,5.4056,-0.9466230680764397,0.09511117464580267,-0.3079912846868297
986,7.5054,-0.7644489339381522,0.06428995583088637,0.6414706766330674
988,7.9354,-0.7194694898305533,0.0546249710668924,0.692372562814923
989,7.7254,-0.9208698461279649,0.06965271158463908,0.3835977401669168
1007,7.2376,-0.02856930612872833,3.666939849704264e-05,-0.9995918133931861
1008,7.5641,-0.7121385410886277,0.0010367416983536925,0.7020381923106547
1009,6.6694,-0.7107104269341458,-0.0003009975467080773,0.7034846113793543
1011,7.1819,-0.7154740367541224,-0.005375011390562151,0.6986186456023858
1018,7.3771,-0.9994252656997662,-0.026276471219791958,-0.021416940518829985
1019,7.6947,-0.7291197575050335,-0.01996111380800904,-0.6840949737802089
1023,7.4436,-0.540709109106751,-0.025367200551497528,0.8408270716771457
1026,6.7235,-0.6922828683911997,-0.04037448673725733,0.7204958923913141
1030,6.6801,-0.7894753252923061,-0.05357625753877107,0.6114395271674433
1031,7.3676,-0.5299716058753923,-0.036264108791344576,-0.8472396422379133
1033,7.4163,-0.9943826341598625,-0.08788641009038603,-0.058984369138929786
1042,7.9404,-0.4552746909780811,-0.0518154330486616,0.8888420088254112
1043,7.2383,-0.6394488920908844,-0.07446083698112398,0.7652193791062868
1046,6.8271,-0.9169010333736622,-0.11494934079483436,-0.3822030141811332
1048,7.8577,-0.8097182664600606,-0.1028304829914812,0.5777388862874413
1049,7.7794,-0.7877545236032137,-0.1011109769126585,0.6076342492737233
1053,7.746,-0.98094823109004,-0.14095720417821125,-0.13368483276566356
1057,6.6883,-0.9462383302492984,-0.14112021494635849,0.2910637512651022
1058,7.6651,-0.7223736876700259,-0.10917761684543305,-0.682829776256103
1063,6.6982,-0.46277182404956385,-0.0751925659527444,0.8832826936441592
1065,7.7127,-0.9423290790055053,-0.15723660084195326,-0.29545314047460103
1066,7.333,-0.7790567366410113,-0.13049509324935019,-0.6132223346650882
1067,2.7544,-0.9516062104290306,-0.16077029021018335,0.26191321856415134
1069,7.5919,-0.8829360392059827,-0.15414554741625136,-0.44346713619274597
1072,7.547,-0.9200484795259561,-0.17176105298955646,-0.35214902526898323
1073,7.7951,-0.9702860317840128,-0.18560719323721594,0.1552255982221881
1074,5.8488,-0.08569172030116348,-0.01646768121212213,-0.9961855974402175
1075,7.3428,-0.6343726323137928,-0.12452135056130173,0.762932367006184
1076,6.3777,-0.8718737865424496,-0.1841288371847555,0.45379805162331943
1086,5.7891,-0.7331612084539544,-0.1773235964770096,0.6565295001375002
1093,7.4163,-0.7055524297895424,-0.19482055311295218,0.6813521269526032
1096,6.0582,-0.862545628257267,-0.25207338146043345,-0.43871864507150743
1099,6.2668,-0.8583074049811752,-0.2592382839212305,-0.4428362120514269
1101,7.0261,-0.6314328535146334,-0.1927936641946284,-0.7510813235254731
1102,7.0294,-0.878623911521837,-0.2695277319334123,-0.3941761329924705
1103,7.5093,-0.9460057768727232,-0.29113913207625863,0.14251693196711143
1107,6.9524,-0.9530571188948568,-0.3018262390469873,0.024146418918462503
1114,7.2662,-0.5154117854951573,-0.17602766647697446,-0.8386685590907561
1115,7.3253,-0.8988826946889514,-0.3180111907924792,-0.30146108160006113
1118,7.0727,-0.4709668474908635,-0.1679290297436034,0.8660196704081783
1120,7.577,-0.9325133379687495,-0.35464345380924217,-0.06816813904334393
1123,6.2305,-0.780707406716506,-0.3009537223682777,0.5476520812438
1124,7.214,-0.22520856603875125,-0.08709931133819886,0.9704096102920565
1126,7.1267,-0.24218125615849978,-0.09542008650530996,-0.965527444590163
1132,7.8421,-0.453077568908356,-0.18415376375586437,0.872243147205321
1133,7.1124,-0.8274504099875108,-0.34580872958257325,0.4424275551499781
1134,7.4366,-0.9134595799720063,-0.38715330511168394,-0.1253152588413121
1139,7.8285,-0.5203747310460544,-0.2314373230413891,0.8219774356952765
1140,6.7651,-0.5228871316317382,-0.23331983293612665,-0.8198480975964946
1143,7.854,-0.5466349102293844,-0.2563310829716266,0.7971729114948061
1144,7.5521,-0.8012883376891173,-0.3798430034783817,-0.4622296967871418
1146,6.6978,-0.41295451219230156,-0.19698955464376827,-0.8891927160190124
1147,7.0004,-0.8414385932161236,-0.4015609519158116,-0.36156589405382
1150,7.8885,-0.21732257839259203,-0.10543020904840254,0.9703892868023667
1153,7.3457,-0.895232172720737,-0.44394651965014365,-0.03835159209515789
1158,5.1798,-0.8818409867826096,-0.4516956851571562,-0.13537903102283066
1161,7.061,-0.8610699933635446,-0.44322327170315495,-0.24922198528552103
1164,6.8505,-0.66242854745389,-0.3608487420296232,0.656488084350179
1168,4.8756,-0.8195521683843048,-0.4571953957449003,0.3454078942442517
1169,7.1291,-0.8721687147236802,-0.48868138364814645,0.02263268284974045
1170,4.5262,-0.8215542022737352,-0.46880303799991146,-0.3244570915982885
1176,6.7938,-0.8357733978303645,-0.4859896660065469,-0.25553252633262225
1181,7.2962,-0.5944609716871355,-0.35858444944352574,-0.7197453339606101
1185,6.8915,-0.8217275180751398,-0.5145620712405989,-0.24492807286763954
1191,5.7506,-0.8218403315005621,-0.5449230778054838,-0.1662447256127088
1192,6.7646,-0.8292883502466246,-0.5563197421551482,-0.052812655998924
1193,6.2571,-0.7682618268852286,-0.5157322211656593,0.37920184783635563
1194,7.209,-0.7713026176200352,-0.5198715799088954,0.3671863456822855
1195,6.3152,-0.6764304800102194,-0.46370487535048194,-0.5722059020049847
1196,6.1001,-0.8137109578443861,-0.5606770373004877,0.15334841677669633
1197,7.7151,-0.8127416136076975,-0.5620938676777272,0.15330216381202777
1202,7.8478,-0.47872799289983026,-0.33913038341583596,0.80982102458403
1204,7.6462,-0.4920859639645414,-0.3550914255981709,0.7948342490958393
1207,7.504,-0.6741158308574466,-0.4984473923373144,0.5450853544716697
1208,6.4635,-0.6850233044751239,-0.5071315290347699,0.5230302903129397
1215,6.362,-0.7062342379919256,-0.5395449976894472,0.45839327717175193
1225,7.6674,-0.5990528129036372,-0.47572046254336986,-0.6440696925564515
1230,7.9207,-0.7754376749199354,-0.622304939687071,-0.10692508758862661
1231,7.765,-0.7465732310709972,-0.5995928898956228,-0.28829980408392075
1233,6.7556,-0.5562045862230245,-0.4522587596051234,0.6972076251913122
1234,7.4314,-0.6727054805455827,-0.5643638894676754,0.4784984187109235
1236,7.844,-0.6477179673391481,-0.5467509536010695,-0.5305891343802316
1243,7.8117,-0.5665389233915259,-0.5079716722115594,-0.6488439169114271
1245,7.9909,-0.7158789608019047,-0.6585266205708495,0.23207758073696289
1247,7.5595,-0.47032094326753415,-0.43716067762655686,0.7666086043484162
1249,7.1439,-0.7147062535849518,-0.6919741110914778,0.10181748703303317
1259,7.9274,-0.35023480007922303,-0.36856902169598715,0.8610995651256187
1265,7.6417,-0.6764257556203329,-0.7300148650702517,-0.09760375971203103
1268,6.6506,-0.16295994112559523,-0.18082206064454476,-0.9699213576226698
1269,6.5836,-0.3246578487376835,-0.36004822944658693,0.8746213773544512
