HIP,Hpmag,x,y,z
1465,6.235000,-0.029279,-0.207094,-0.977883
1469,6.827700,-0.050363,-0.368965,0.928078
1473,4.537700,-0.079346,-0.605577,-0.791821
1493,5.884900,-0.052851,-0.993468,0.101134
1499,6.602900,0.007688,0.197215,-0.980330
1501,6.079000,-0.036086,-0.981123,-0.189987
1502,6.492200,-0.025839,-0.733461,0.679240
1575,6.509600,-0.208006,0.971812,0.110969
1595,6.763800,-0.230127,0.824689,-0.516653
1599,4.344200,-0.133217,0.437482,-0.889305
1600,6.886900,0.120878,-0.391016,0.912412
1602,6.938600,0.303819,-0.952683,0.009434
1603,6.556000,0.051713,-0.161911,-0.985449
1630,5.858600,0.336551,-0.820511,-0.462055
1639,6.586700,0.109439,-0.247418,-0.962708
1644,6.882000,0.416630,-0.909038,0.008295
1645,5.538600,-0.139662,0.298950,0.943993
1647,5.496000,0.379868,-0.785806,-0.488066
1652,6.853700,0.262154,-0.517200,-0.814726
1657,5.902800,0.034652,-0.066991,0.997152
1660,6.856200,0.032112,-0.060202,0.997670
1669,6.962100,0.004202,-0.007458,0.999963
1670,6.595400,-0.009166,0.016191,-0.999827
1686,5.257900,0.518289,-0.812677,0.266334
1706,6.104500,-0.270085,0.349894,-0.897011
1708,5.338200,-0.470676,0.597143,0.649526
1725,6.710800,0.180303,-0.207890,-0.961391
1728,5.439000,0.236461,-0.264090,-0.935063
1766,6.848000,0.573913,-0.478299,-0.664721
1772,6.414500,0.474585,-0.381557,0.793211
1795,6.833700,0.006305,-0.004161,-0.999971
1803,6.522800,0.789699,-0.504370,0.349264
1809,6.734300,0.421864,-0.255274,0.869980
1821,6.516400,-0.846416,0.479083,0.232506
1830,6.539300,0.823367,-0.429401,0.371055
1849,6.873400,0.001833,-0.000865,0.999998
1892,6.661700,-0.280815,0.090274,-0.955507
1905,6.757800,0.927797,-0.248022,0.278707
1921,5.550600,-0.178293,0.039496,0.983184
1939,6.241600,-0.596055,0.095924,-0.797193
1948,6.644400,-0.176042,0.021985,0.984137
1952,6.746500,0.992148,-0.117504,-0.042831
1955,6.938900,0.709026,-0.070110,-0.701688
1960,5.394100,0.537675,-0.045984,-0.841897
1982,5.711000,-0.935774,0.006156,0.352546
2006,5.925600,-0.359789,-0.024402,0.932715
2024,6.885700,0.016178,0.002293,-0.999867
2025,6.931500,0.160417,0.022827,0.986785
2036,6.911400,-0.886058,-0.161525,0.434523
2058,6.670400,0.262872,0.062152,0.962827
2072,3.994600,0.920727,0.252143,0.297800
2074,6.826700,0.938957,0.257072,0.228632
2080,6.856600,-0.743579,-0.218258,-0.632024
2086,6.321800,0.941559,0.298903,0.155321
2100,6.357800,0.930264,0.363533,-0.049516
2101,6.598200,0.924250,0.370435,0.092407
2135,6.771800,0.880765,0.464824,-0.090509
2142,6.512600,-0.051355,-0.027873,-0.998291
2151,6.954700,0.834715,0.476456,-0.276117
2159,6.151600,0.790699,0.461174,-0.402634
2178,6.512600,-0.786201,-0.533316,-0.312188
2184,6.852200,0.228936,0.164556,-0.959432
2210,4.900600,-0.015556,-0.013074,-0.999794
2213,6.563200,0.596743,0.513416,0.616685
2215,6.838800,0.463243,0.405475,0.788033
2219,5.029100,0.430030,0.383810,-0.817168
2224,6.170400,-0.531692,-0.515257,-0.672171
2225,5.199800,0.655597,0.640076,0.400619
2227,6.914800,-0.514559,-0.504727,0.693166
2235,6.149200,-0.502174,-0.517350,-0.692943
2237,6.558200,0.059240,0.061611,-0.996341
2240,5.525900,-0.407110,-0.442374,-0.799104
2243,6.908200,0.349841,0.387118,0.853083
2246,6.980700,0.157041,0.180561,0.970946
2256,6.433300,0.602615,0.753033,-0.264190
2270,6.445300,0.403851,0.568237,-0.716946
2304,6.974600,-0.478660,-0.860506,-0.174396
2330,6.740900,0.297734,0.704513,-0.644217
2337,6.238500,-0.251485,-0.615102,-0.747265
2353,5.831500,-0.231255,-0.645162,0.728208
2355,5.277000,-0.029651,-0.088462,-0.995638
2358,6.621700,0.045974,0.139785,-0.989114
2377,5.951100,-0.256730,-0.924009,-0.283367
2381,5.216500,0.057445,0.216360,0.974622
2383,5.753800,-0.112342,-0.447894,0.887001
2388,6.266500,-0.234638,-0.967053,0.098760
2392,6.768000,-0.056547,-0.239312,-0.969295
2415,6.878400,-0.148349,-0.934453,-0.323713
2422,6.340800,-0.006448,-0.050033,0.998727
2431,6.944400,-0.082302,-0.785770,0.613018
2440,6.735200,0.058165,0.660542,-0.748533
2455,6.739900,0.050162,0.998102,-0.035738
2472,4.773600,0.000045,0.108661,0.994079
2474,6.153400,0.000877,-0.854514,-0.519428
2475,6.042800,0.001517,-0.560473,0.828172
2484,4.332800,-0.031431,0.991545,-0.125897
2487,4.552900,-0.034683,0.990482,-0.133200
2497,5.759900,0.057070,-0.841305,0.537540
2505,4.707800,0.039108,-0.438211,-0.898021
2517,6.978000,-0.087232,0.695979,0.712744
2539,6.797900,0.184074,-0.887378,-0.422701
2548,5.698000,-0.189777,0.759046,0.622763
2553,6.701000,-0.225109,0.854357,-0.468401
2560,6.912300,-0.275017,0.959896,-0.054457
2565,6.713300,0.219925,-0.736857,0.639276
2568,5.546400,-0.036335,0.120215,0.992083
2572,6.886200,-0.297377,0.927894,-0.224901
2576,6.983700,-0.132393,0.391528,0.910592
2578,5.092000,-0.316218,0.927751,-0.198204
2583,6.427000,0.343417,-0.939165,-0.005892
2599,4.210300,-0.383772,0.918023,0.099768
2611,6.093000,0.035151,-0.074854,-0.996575
2628,6.419000,0.133678,-0.259276,0.956507
2629,6.187200,0.259413,-0.483098,-0.836254
2661,5.708700,0.152027,-0.238701,0.959119
2663,6.536300,0.494086,-0.756242,0.428926
2695,6.917500,0.408530,-0.494140,-0.767417
2701,6.942900,-0.013147,0.014783,0.999804
2707,6.462400,0.485916,-0.521897,-0.701077
2708,6.954600,-0.086559,0.092771,-0.991918
2711,5.675500,0.352769,-0.370357,-0.859296
2734,6.563100,-0.532885,0.443326,0.720760
2753,6.712200,-0.521209,0.383744,-0.762287
2762,5.320900,0.735683,-0.518326,0.436014
2782,6.987200,0.594794,-0.367702,-0.714854
2787,6.042200,-0.751209,0.448584,-0.484209
2789,6.206200,0.133687,-0.079404,0.987838
2802,5.614400,0.560293,-0.308555,0.768677
2832,6.434800,-0.722988,0.345777,0.598103
2841,6.996700,0.912166,-0.408934,0.026931
2843,6.822300,-0.691563,0.306848,0.653900
2846,6.609500,0.679871,-0.296676,-0.670641
2852,6.139000,0.608167,-0.254278,0.751981
2854,5.053600,0.669460,-0.275378,-0.689920
2865,6.489900,0.493585,-0.175198,0.851868
2876,5.867600,0.765946,-0.246074,-0.593948
2888,6.920400,-0.408393,0.112136,0.905892
2889,6.587800,0.637108,-0.175050,-0.750634
2900,5.256100,-0.851327,0.200364,0.484868
2901,6.911100,0.019930,-0.004684,-0.999790
2903,5.834700,0.865812,-0.200575,0.458408
2907,6.813300,-0.598186,0.132484,-0.790330
2912,4.309800,0.654875,-0.135900,0.743418
2926,6.352700,-0.432467,0.063050,-0.899443
2937,6.564200,0.548714,-0.054526,0.834230
2941,5.713400,-0.929962,0.086107,0.357430
2942,5.594900,0.663498,-0.057427,-0.745971
2948,6.863600,0.871733,-0.056505,0.486713
2954,6.568800,0.998832,-0.047932,0.006095
2968,6.969400,0.803058,0.012507,-0.595770
2994,6.796400,-0.872010,-0.082432,-0.482497
3025,6.687900,-0.120782,-0.025474,-0.992352
3030,6.905900,0.786884,0.171490,-0.592795
3031,4.499400,0.496241,0.108264,-0.861408
3042,6.909600,0.617433,0.154127,0.771376
3045,6.888400,0.955770,0.242597,0.166285
3056,6.554300,-0.961215,-0.274667,0.024973
3058,6.726300,0.952075,0.274222,-0.135483
3083,5.564000,-0.572349,-0.219638,-0.790048
3084,6.911800,-0.140758,-0.054928,-0.988519
3093,6.030000,0.675242,0.299347,0.674122
3114,6.966200,0.565385,0.297357,0.769363
3122,6.926300,-0.134873,-0.074924,0.988026
3132,6.503300,-0.595556,-0.344323,0.725779
3137,6.173500,-0.588334,-0.353893,-0.727064
3138,5.546800,0.722648,0.449746,0.524889
3142,6.793800,0.698730,0.443134,-0.561612
3145,6.895100,-0.082088,-0.052967,0.995217
3170,6.018700,0.757526,0.610024,-0.232434
3175,6.647100,0.530681,0.441759,0.723345
3185,6.278800,-0.181736,-0.156282,0.970849
3188,6.912400,0.311071,0.269594,0.911347
3193,6.065200,0.257719,0.240963,0.935691
3231,5.457900,0.123107,0.141616,0.982237
3236,6.637300,0.639451,0.765692,0.069414
3240,6.775300,0.225776,0.272182,0.935383
3245,4.759100,0.312567,0.399423,-0.861837
3266,6.711400,-0.565097,-0.822564,-0.063674
3269,6.138800,-0.491393,-0.724971,-0.482649
3277,5.768300,-0.524359,-0.850188,0.047195
3299,5.996700,0.455892,0.873003,-0.173288
3300,4.766500,-0.447233,-0.860335,0.244553
3316,6.927400,-0.305078,-0.656312,0.690059
3330,5.494000,0.322669,0.813356,-0.484084
3334,6.186400,0.212194,0.553034,0.805684
3346,6.965400,0.158902,0.453147,0.877159
3352,6.149400,0.266078,0.797369,0.541669
3356,6.052900,-0.224915,-0.685893,-0.692072
3369,6.749700,0.246382,0.843850,0.476669
3371,6.721700,0.157301,0.556027,-0.816144
3405,4.370000,-0.095450,-0.602731,-0.792215
3414,5.008700,0.127545,0.986870,0.099090
3436,6.180500,-0.031329,-0.849290,0.526997
3438,6.990800,0.008851,0.318201,0.947982
3445,6.912400,-0.002326,0.137191,0.990542
3455,4.934900,-0.019563,0.376256,0.926309
3456,6.072200,0.040530,-0.748816,-0.661538
3459,6.908200,0.040943,-0.636151,0.770478
3478,5.624600,-0.083779,0.733651,-0.674342
3489,6.166000,0.127866,-0.935964,0.328058
3490,6.780800,-0.135574,0.886793,-0.441835
3497,6.678800,-0.157587,0.934220,-0.319998
3504,4.463100,-0.073642,0.392031,-0.917000
3505,5.304700,-0.188426,0.981970,0.015183
3521,6.011700,0.062837,-0.254085,0.965139
3527,6.265600,-0.238785,0.922595,0.302987
3532,6.779200,0.249430,-0.921202,-0.298617
3544,5.425800,0.077250,-0.228428,-0.970491
3552,6.244000,-0.028854,0.077868,0.996546
3559,6.278300,0.347520,-0.885363,-0.308808
3572,5.677000,0.371762,-0.838351,-0.398699
3576,6.558000,-0.313186,0.686186,0.656555
3583,5.925100,-0.390539,0.821581,0.415312
3604,6.017700,0.333034,-0.543898,0.770236
3607,5.661200,-0.452851,0.733866,0.506326
3611,6.568700,0.172812,-0.271338,-0.946843
3632,5.380000,-0.582572,0.779479,0.230266
3637,6.969000,0.207760,-0.267808,0.940805
3641,6.490300,0.602473,-0.770347,0.208786
3649,6.564300,-0.625643,0.771517,0.115461
3675,5.673500,0.571740,-0.601101,-0.558383
3685,6.182400,0.540616,-0.513696,0.666221
3693,4.248700,0.482533,-0.433055,-0.761332
3697,6.142300,0.675608,-0.590097,0.441972
3717,5.855200,0.567142,-0.419064,0.709038
3721,5.406200,0.691284,-0.498354,-0.523229
3730,6.624800,-0.402433,0.268482,0.875195
3736,6.864300,0.321162,-0.206041,0.924339
3741,5.559300,-0.815837,0.513755,-0.265453
3750,6.025400,-0.788865,0.461562,-0.405775
3760,6.087400,0.463216,-0.249520,0.850394
3765,5.877500,0.481260,-0.245969,-0.841361
3781,5.234300,0.812042,-0.362678,0.457223
3786,4.555500,0.245007,-0.102426,0.964096
3787,6.975900,-0.241340,0.100654,0.965207
3788,6.863100,-0.900689,0.375133,0.219170
3801,4.874200,0.714696,-0.267436,0.646287
3807,6.437200,-0.861425,0.295028,-0.413406
3810,5.178100,-0.314250,0.104749,-0.943544
3834,6.064400,0.525432,-0.138910,0.839420
3849,5.750300,0.532842,-0.113514,-0.838566
3858,6.327200,-0.195405,0.034962,0.980099
3865,6.732800,-0.791646,0.128684,-0.597275
3881,4.485300,-0.965564,0.109491,-0.236003
3885,5.645100,-0.841294,0.080235,0.534590
3889,6.787000,0.971265,-0.085155,-0.222246
3901,6.880800,-0.088083,0.005027,0.996100
3903,6.568600,0.831340,-0.042202,0.554160
3909,5.281000,-0.344391,0.011778,0.938753
3919,6.149900,0.523390,0.004983,0.852079
3949,5.321800,0.746719,0.078692,-0.660468
3951,5.465400,0.153424,0.017750,0.988001
3961,6.958900,-0.443856,-0.068039,-0.893511
3964,6.831800,-0.821409,-0.138585,0.553246
3965,6.453600,0.317612,0.055253,0.946609
3988,6.125300,0.501594,0.129095,-0.855417
3992,6.553100,-0.937881,-0.249422,-0.241180
3995,6.989900,-0.964525,-0.263291,-0.019211
4023,6.239800,0.248087,0.083434,0.965138
4025,6.783400,0.923943,0.315217,0.216720
4049,6.983400,0.886548,0.375770,0.269871
4084,6.839500,0.795779,0.472445,-0.378855
4104,5.619100,0.353832,0.243527,0.903049
4127,6.892000,-0.659380,-0.500804,0.560726
4129,6.712000,0.523163,0.402656,0.751111
4147,4.886400,0.320244,0.261988,-0.910388
4151,4.906900,-0.104705,-0.088454,-0.990562
4164,6.552200,0.695207,0.628782,0.348310
4185,6.229600,0.668598,0.690059,-0.277119
4197,6.861700,-0.233042,-0.258790,-0.937400
4200,5.653200,0.666167,0.744756,-0.039490
4207,6.702400,-0.121791,-0.140217,0.982602
4212,6.332900,-0.479003,-0.581393,0.657677
4232,6.980300,0.057743,0.077367,0.995329
4257,6.313600,-0.414180,-0.654930,-0.632078
4267,5.798900,0.444207,0.831967,0.332431
4283,5.627900,-0.178213,-0.401957,0.898148
4288,5.617300,0.025597,0.061324,-0.997790
4291,6.842100,0.173608,0.423305,0.889198
4292,4.989200,-0.283926,-0.697934,0.657476
4293,5.612600,0.344923,0.848951,-0.400388
4298,6.343100,-0.005766,-0.015072,-0.999870
4311,6.839400,-0.317935,-0.906460,0.277934
4317,6.212100,0.268719,0.794635,-0.544376
4346,5.996100,0.101438,0.474791,-0.874233
4360,6.783200,-0.161972,-0.963530,-0.213015
4363,6.199300,-0.136280,-0.867660,-0.478115
4366,6.129900,-0.069206,-0.479554,0.874779
4371,5.475200,0.034930,0.265341,0.963522
4382,6.624300,0.018229,0.183238,0.982900
4383,6.350500,0.010198,0.122134,0.992461
4390,6.972500,-0.059074,-0.780894,-0.621864
4411,6.692400,0.005006,0.537342,-0.843350
4422,4.783800,0.025793,-0.872805,0.487387
4436,3.903400,-0.035331,0.695707,0.717456
4440,5.548800,0.045671,-0.780878,-0.623012
4446,6.476100,-0.086588,0.939005,-0.332824
4463,4.560300,0.023546,-0.141743,-0.989623
4475,6.601200,-0.030915,0.157171,-0.987087
4496,6.956300,-0.263899,0.953047,-0.148525
4501,6.269200,0.077497,-0.271565,0.959295
4510,5.610300,0.238203,-0.714528,-0.657806
4511,6.722700,0.061376,-0.183970,-0.981014
4520,6.456600,-0.142426,0.402657,0.904202
4542,6.713400,0.080227,-0.187658,0.978952
4550,6.964200,-0.076068,0.172288,0.982105
4552,6.160000,0.336527,-0.749595,0.569962
4558,6.490600,0.355909,-0.752920,0.553570
4559,6.909700,-0.363542,0.764624,0.532153
4563,6.273700,0.235323,-0.480705,0.844716
4572,5.973100,0.438970,-0.819047,-0.369415
4577,4.262800,0.230489,-0.407956,0.883429
4584,6.803700,0.514237,-0.853206,0.087173
4587,5.780200,-0.194615,0.320512,0.927037
4592,6.739100,-0.484005,0.783381,0.389941
4637,6.989800,-0.182419,0.196878,-0.963308
4655,6.209000,-0.716438,0.668750,0.198721
4675,5.683400,-0.572683,0.475729,0.667620
4703,6.978800,0.611945,-0.410948,0.675756
4704,6.762800,-0.351228,0.232473,-0.906970
4709,6.450000,0.245033,-0.160310,0.956169
4726,6.863600,0.075210,-0.045045,-0.996150
4770,5.749300,-0.321018,0.128973,-0.938250
4786,6.647700,-0.706651,0.254187,-0.660328
4789,6.686900,-0.917408,0.316605,0.241091
4794,6.764100,-0.827152,0.269898,-0.492925
4801,6.630600,0.811454,-0.248460,0.528971
4809,6.855900,-0.949740,0.269752,0.158833
4811,6.840900,-0.287581,0.078709,0.954517
4829,6.270700,-0.880816,0.178922,-0.438350
4834,6.878700,-0.960792,0.171080,-0.218197
4843,6.908500,-0.972731,0.128683,0.192961
4844,6.527700,-0.712112,0.093831,0.695768
4852,5.540500,-0.985991,0.096994,-0.135696
4868,6.983400,0.863077,-0.051632,0.502426
4878,6.939100,0.957294,-0.029158,0.287643
4879,6.313500,0.868769,-0.025406,-0.494565
4889,5.494500,-0.925507,0.003180,0.378717
4890,5.548100,0.747466,-0.002241,-0.664296
4902,6.844700,-0.038158,-0.000615,0.999272
4903,6.002800,0.875274,0.015920,-0.483365
4906,4.426700,0.036069,0.001014,0.999349
4911,6.529200,0.967216,0.046628,-0.249637
4914,5.569600,-0.123471,-0.006536,0.992327
4932,6.436700,0.311847,0.036355,0.949437
4934,6.922000,0.912012,0.107387,0.395856
4961,6.854400,0.696572,0.138485,0.703995
4962,6.025100,0.181599,0.036101,-0.982710
4965,6.806800,0.956063,0.199936,0.214402
4979,6.131200,-0.196346,-0.049305,0.979294
4983,6.806200,0.838426,0.226979,-0.495501
4998,6.126900,0.589909,0.183766,0.786280
5016,6.949800,0.653402,0.247266,-0.715490
5021,5.957500,-0.292162,-0.114494,-0.949491
5026,6.933000,0.632942,0.261387,0.728740
5034,6.297500,0.169858,0.073203,-0.982746
5042,6.606000,0.472505,0.215503,-0.854575
5045,6.850000,0.596387,0.283470,0.750978
5062,6.513100,-0.650047,-0.344204,0.677468
5070,6.836000,-0.454766,-0.248355,-0.855282
5074,6.159700,-0.706291,-0.396265,-0.586624
5081,5.735000,0.611304,0.386958,0.690341
5121,6.259800,0.652557,0.544961,0.526486
5131,5.342500,0.657442,0.568032,0.495085
5132,5.519200,0.652750,0.567553,0.501798
5141,6.442800,-0.143071,-0.132520,-0.980800
5164,5.590800,0.628820,0.665076,0.402815
5170,6.283600,-0.283364,-0.306281,0.908789
5175,6.433600,-0.481916,-0.536222,0.692981
5186,6.590400,-0.630512,-0.772987,-0.070328
5193,6.660900,0.279328,0.353867,0.892611
5198,6.755500,0.340783,0.436001,-0.832929
5204,6.299600,-0.551464,-0.742714,0.379821
5232,6.882900,0.518425,0.838541,-0.167588
5233,6.685900,0.127008,0.207323,0.969993
5240,6.572500,-0.466992,-0.799862,0.377012
5251,6.436200,0.468164,0.878944,-0.090992
5259,6.428600,-0.192483,-0.374181,0.907160
5262,6.801600,-0.344104,-0.675789,-0.651845
5268,5.503200,-0.214543,-0.442584,0.870684
5296,5.813100,0.309006,0.883109,0.353036
5300,5.261700,0.258312,0.755414,0.602183
5310,5.608400,0.089912,0.300421,0.949559
5315,6.601100,0.113719,0.394714,0.911739
5317,5.082100,-0.272065,-0.961445,-0.040045
5319,6.321300,-0.223686,-0.796630,0.561556
5336,5.289800,0.011958,0.052267,-0.998562
5339,6.948500,0.176600,0.809775,-0.559532
5344,6.799400,0.165272,0.869847,-0.464813
5346,5.592700,-0.148836,-0.792421,-0.591537
5348,3.921900,-0.048098,-0.260360,0.964313
5361,5.776200,0.019941,0.142126,0.989648
5363,6.966000,0.123385,0.889369,-0.440226
5372,4.405900,0.012892,0.135643,-0.990674
5412,6.399500,-0.002218,0.098750,-0.995110
5434,4.235000,-0.095927,0.988410,-0.117662
5440,6.750100,0.081328,-0.690921,0.718341
5444,6.724900,0.030841,-0.228184,-0.973129
5454,5.706900,0.121051,-0.679650,0.723480
5458,6.911000,-0.044457,0.232512,-0.971577
5477,6.572000,0.102873,-0.399586,-0.910905
5483,6.187900,-0.265480,0.963517,0.033985
5485,6.562400,-0.232536,0.836735,-0.495785
5493,5.797200,-0.095669,0.309523,-0.946067
5494,5.933200,0.282084,-0.904594,0.319592
5510,6.092600,-0.271129,0.718001,0.641065
5512,6.997800,0.261160,-0.685094,0.680031
5518,5.320400,0.354381,-0.874920,-0.330045
5531,6.673600,0.097615,-0.212245,-0.972329
5542,4.387300,0.081482,-0.150598,-0.985231
5544,5.225000,0.478935,-0.877806,0.008839
5550,5.769100,0.491607,-0.870457,0.025024
5551,6.710500,-0.290674,0.513207,0.807544
5566,5.548200,0.108430,-0.166384,0.980081
5571,4.831700,-0.318074,0.480700,0.817164
5575,6.647400,-0.361006,0.536927,-0.762485
5586,4.675100,0.143879,-0.194792,-0.970234
5589,5.556200,-0.346831,0.462336,0.816060
5594,6.074800,-0.381979,0.499696,-0.777429
